ISR,LEB,184.4627794
CAO,NIG,184.5649788
ISR,LEB,184.5940643
ISR,LEB,184.6890936
ISR,LEB,185.419049
CAO,NIG,186.4911264
ISR,LEB,187.2000641
NIG,CAO,188.0433469
PRK,ROK,188.3785818
ISR,LEB,188.4163162
ISR,LEB,188.6408495
IND,BNG,188.7401426
ISR,LEB,188.7806583
ISR,LEB,188.9940126
PRK,ROK,189.0989696
ROK,PRK,189.116248
ISR,LEB,189.1484163
CAM,THI,189.4654858
GRC,TUR,189.7099432
ISR,LEB,189.8258541
SUD,UGA,189.9471881
PNG,SOL,190.1396467
TUR,GRC,190.1615401
SYR,TUR,190.1785277
TUR,SYR,190.1983415
TUR,SYR,190.2131249
USA,SYR,190.23299
TUR,CYP,190.4297993
SUD,UGA,190.6632388
TUR,GRC,190.7660837
ISR,LEB,190.801325
PAK,IND,191.0227973
GRC,TUR,191.3603593
ISR,LEB,191.4060005
PRK,ROK,191.712805
ROK,PRK,191.7658965
ISR,LEB,191.9787577
TUR,CYP,192.336766
ISR,LEB,192.4340413
ISR,LEB,192.4830454
ISR,LEB,192.9098935
ISR,LEB,192.9532518
TUR,IRN,193.1786449
CHN,JPN,193.7244899
PNG,SOL,193.7567766
SOL,PNG,193.7784694
ISR,LEB,193.8033118
ISR,LEB,194.0046758
ISR,LEB,194.2478529
ISR,LEB,194.4872312
TUR,GRC,194.7249233
TUR,RUS,195.2007076
ISR,LEB,195.6854392
ISR,LEB,195.7983532
TUR,CYP,195.9031623
ECU,PER,195.9370464
ERI,SUD,196.1524902
ISR,LEB,196.2785212
ISR,LEB,196.5113592
ISR,LEB,196.7585482
ISR,LEB,196.8509105
IRN,IRQ,196.893127
ISR,LEB,197.1042091
ISR,LEB,197.2309599
ERI,YEM,197.4294915
SYR,ISR,197.4682117
ISR,LEB,197.4963831
ISR,LEB,197.832973
ISR,LEB,197.948554
ISR,LEB,198.2869733
ISR,SYR,198.3302186
ERI,YEM,198.5186789
ISR,LEB,198.5277443
CRO,BOS,198.5734433
ISR,LEB,199.0182073
YEM,ERI,199.1366792
GRC,TUR,199.3707979
CYP,TUR,199.3775463
ISR,LEB,199.7154042
ISR,LEB,199.7510404
IRN,IRQ,200.0914514
ISR,LEB,200.3231778
ISR,LEB,200.4300811
IRN,IRQ,200.4735155
USA,IRQ,200.9281546
CHN,INS,201.1392846
IRN,IRQ,201.1822021
INS,CHN,201.2848081
ISR,LEB,201.3809048
USA,IRQ,201.428743
JPN,TAW,201.4925307
KUW,IRQ,201.5238901
USA,IRQ,201.5558168
TUR,IRQ,201.6318506
ISR,LEB,201.7624212
IND,PAK,201.8877028
CYP,TUR,201.9940149
ISR,LEB,202.1175365
USA,IRQ,202.241715
ISR,LEB,202.3216993
IRQ,USA,202.3596233
IRQ,USA,202.3942441
ISR,LEB,202.472194
ISR,LEB,202.5740298
IRQ,USA,202.6142397
GRC,TUR,202.9206826
ISR,LEB,202.948379
USA,IRQ,202.9801552
USA,IRQ,203.0811133
ISR,LEB,203.1816451
ISR,LEB,203.2244508
ISR,LEB,203.4358049
SUD,UGA,203.6638343
DRC,RWA,203.6969127
THI,CAM,203.765399
CAM,THI,203.8055254
ISR,LEB,203.9130533
ISR,LEB,204.0225772
ISR,LEB,204.1531279
ISR,LEB,204.3917306
ISR,LEB,204.5036537
SUD,ERI,204.7267885
KUW,IRQ,204.7694384
PRK,ROK,205.0899294
ROK,PRK,205.1302948
TUR,CYP,205.3450376
GRC,TUR,205.4428887
TUR,GRC,205.4880225
ISR,LEB,205.8260688
RUS,JPN,206.0636718
ISR,LEB,206.5410606
IND,PAK,206.6257816
AZE,GRG,206.6563312
ISR,LEB,206.6876996
ISR,LEB,206.7707647
ISR,LEB,207.010752
ISR,LEB,207.1287175
RWA,DRC,207.2503068
ISR,LEB,207.8459432
ISR,LEB,207.9612276
ISR,LEB,207.9895016
ISR,LEB,208.0873396
VEN,TRI,208.1877846
ISR,LEB,208.2331362
ISR,LEB,208.3378253
ISR,LEB,208.4492966
USA,IRQ,208.5722807
UKG,IRQ,208.5752889
ISR,LEB,208.6895811
ISR,LEB,208.7875098
USA,IRQ,208.8197488
ISR,LEB,209.4048487
ISR,LEB,209.7556263
DRC,UGA,210.3564597
ISR,LEB,210.5855076
ISR,LEB,210.6200268
PNG,SOL,210.7028115
ISR,LEB,211.1723564
ISR,LEB,211.211052
ISR,LEB,211.3156074
ISR,LEB,211.4382097
ISR,LEB,211.5535501
UGA,DRC,211.6472699
ISR,LEB,211.6866195
PHI,CHN,212.0226331
ISR,LEB,212.1441901
ISR,LEB,212.6248938
ISR,LEB,212.7481982
ISR,LEB,212.8731691
ISR,LEB,212.9810672
ISR,LEB,213.2158217
ISR,LEB,213.6827068
ARM,AZE,213.7167079
ISR,LEB,213.808863
ISR,LEB,214.050368
ISR,LEB,214.1761459
ISR,LEB,214.7725549
ISR,LEB,214.8988731
ISR,LEB,215.0135719
TUR,IRQ,215.4984746
ISR,LEB,215.5879209
ISR,LEB,215.6373851
UGA,SUD,215.6920672
SUD,ERI,215.7101907
ETH,SUD,215.739706
IRQ,KUW,215.7592888
ISR,LEB,215.9414265
